,x,y
0,-0.9315066409320376,-26.33829942854908
1,-0.2421977075862622,-6.849999237909741
2,0.4774093947838325,13.502169776739624
3,1.1753096619939367,33.231968130047846
4,-0.09650407847146335,-2.7197598769730513
5,-0.255091263656419,-7.23451377056459
6,-0.38473929301685916,-10.877468958840401
7,0.4397763816548952,12.427147690371784
8,0.12875359307242212,3.641941268679487
9,-0.7126703505436826,-20.172866083170735
10,2.6939506050825797,94.26104233377151
11,0.6575984005335885,18.595256085960635
12,0.43097032208381064,12.19922208370648
13,-0.5988026725316123,-16.93436282022979
14,1.2002388522151475,33.94687063466501
15,-1.0668396813185166,-30.188324651974565
16,0.4667920243948707,13.209383855517125
17,0.5929927932633267,16.768516627243095
18,0.1617035179021872,4.59086688441871
19,0.6490130748770082,18.38121671134515
20,0.5830536763685569,16.48604847682097
21,-1.164961639689693,-32.93487969339354
22,0.2984029913162765,8.453784623515329
23,-0.5839880618647361,-16.522496863192757
24,0.15215679333482765,4.31735646623238
25,0.6153042125339241,17.415164135078175
26,0.41934885587655146,11.858705921006349
27,-1.370423982914571,-38.760238170275905
28,0.7724153627281655,21.845047007190736
29,-0.09226353449954756,-2.5954467801944587
30,0.8775118977236104,24.80968194015089
31,-0.7418481304624205,-21.008162364599247
32,-1.2100105283211295,-34.235045573210805
33,-1.1510029441411485,-32.58138793732942
34,-1.020035922675928,-28.86024932657003
35,2.4118690162670657,66.02040220085074
36,-0.7525788436986734,-21.285124938009616
37,-0.7837560267410858,-22.16368780352173
38,-1.3871648319930485,-39.23600457360589
39,1.2492557858683182,35.3499253439227
40,1.6605959413181293,18.890818651802427
41,-0.10239452187152923,-2.8949472916617798
42,-0.04600874560375404,-1.2953521913438941
43,-0.14740290233085418,-4.17881883504597
44,-0.39947445926840397,-11.297817778442967
45,1.279998160459037,36.21660423881456
46,-0.5803830380547186,-16.41332520455609
47,1.334293354023046,37.74234949093482
48,0.8642961565755786,24.45600789186031
49,1.7503340569053096,79.57953911893023
50,-0.6932255980090162,-19.614545064994854
51,1.6146589501851327,48.66635444571958
52,0.20054944962904,5.668472092038421
53,0.6333017963018253,17.92550985884578
54,0.18703001711810327,5.288954297355859
55,0.009092873236541277,0.2546288680294705
56,0.27768096375701595,7.858063960463119
57,0.20335644315366266,5.740256537226787
58,-0.41220166252862067,-11.666630254338385
59,0.7267873243347864,20.546855223039568
60,-0.10671080773755989,-3.009791813551271
61,0.0199803640578277,0.5621378852806862
62,0.5943091570409794,16.80105358567751
63,-0.933671957953582,-26.40746282357198
64,-1.3584540451126368,-38.44786265938176
65,-1.6997261580407301,-179.59370447543992
66,1.4461138111648246,40.910593234319954
67,1.7577308234162827,23.805615407120456
68,-1.582107268071278,-99.74747492370354
